name,amenity,healthcare,speciality,addr:full,addr:city,latitude,longitude,capacity
PMG Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,2.1306805,111.5202318,0.0
Klinik Komuniti Bandar Baru Kangkar Pulai,clinic,,general,Unknown,Unknown,1.553018,103.5881527,0.0
Pudu Specialist Centre,clinic,clinic,general,Unknown,Unknown,3.1394069,101.7105985,0.0
Kedai Ubat Yun Choon Tong,pharmacy,pharmacy,general,Unknown,Unknown,3.1009501,101.7420177,0.0
Yulex Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.1008923,101.7420095,0.0
Kedai Ubat Ming Loong Sdn Bhd,pharmacy,pharmacy,general,Unknown,Unknown,3.1005778,101.7419245,0.0
NH Pharmarcy,pharmacy,pharmacy,general,Unknown,Unknown,1.8437581,102.9538575,0.0
Healthlane Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,4.5493396,101.1174409,0.0
Klinik Nuvamed,clinic,clinic,general,Unknown,Kuala Lumpur,3.0835154,101.6701008,0.0
Farmasi Baling,pharmacy,pharmacy,general,Unknown,Unknown,5.6754531,100.9176789,0.0
Hospital Daro,hospital,hospital,general,Unknown,Unknown,2.5225347,111.4132704,0.0
Klinik Ibu Dan Anak Bukit Sentosa,clinic,clinic,general,Unknown,Unknown,3.4172578,101.5774282,0.0
Klinik Hope,clinic,clinic,general,Unknown,Unknown,3.0834678,101.6816757,0.0
Klinik Ng dan Singh,clinic,clinic,general,Unknown,Unknown,3.314201,101.4100343,0.0
Sejeri Pergigian Chin,other,dentist,general,Unknown,Unknown,2.7243497,101.9407978,0.0
Raj Klinik Pakar Mata & Surgeri,other,doctor,ophthalmology,Unknown,Seremban,2.7244911,101.9407612,0.0
Klinik Falim,clinic,clinic,general,Unknown,Unknown,3.0635851,101.6686199,0.0
Farmasi High Street,pharmacy,pharmacy,general,Unknown,Unknown,2.8765346,101.4985639,0.0
Farmasi Multicare,pharmacy,pharmacy,general,Unknown,Unknown,2.8755572,101.4978253,0.0
Klinik Horizon,clinic,clinic,general,Unknown,Sepang,2.8398287,101.697947,0.0
Weng Seng Heng Medical Hall,other,alternative,general,Unknown,Unknown,5.4136809,100.3376763,0.0
Wad 52 Hospital Sungai Buloh,other,ward,general,Unknown,Unknown,3.2231748,101.5849056,0.0
Kedai Ubat Ban Kar Hing,other,alternative,traditional_chinese_medicine,Unknown,Unknown,3.0744562,101.6725077,0.0
JL Dialysis,clinic,dialysis,nephrology,Unknown,Sepang,2.8390414,101.6975747,0.0
Farmasi Multicare,pharmacy,pharmacy,general,Unknown,Unknown,2.4696712,102.2314098,0.0
Dr Kho Dental Surgery,other,dentist,dentist;general;orthodontics;clinic,Unknown,KUCHING,1.5185917,110.3788878,0.0
Poliklinik Lourdes,clinic,clinic,general,Unknown,Unknown,3.0502682,101.451537,0.0
Clover Pharmacy,pharmacy,pharmacy,general,Unknown,Bekenu,4.0985668,113.9652138,0.0
Klinik Pergigian Bandar Baru Kampar,other,dentist,general,Unknown,Unknown,4.3271677,101.1443714,0.0
Qualiteeth,other,dentist,general,Unknown,Unknown,3.1204994,101.5995034,0.0
New Oasis Holding Sdn Bhd,pharmacy,pharmacy,general,Unknown,Unknown,4.4565277,101.1593049,0.0
Klinik Pergigian Drs. Wong & Partners,other,dentist,general,Unknown,Unknown,3.1002108,101.7414802,0.0
Klinik Pergigian Bunny,other,dentist,general,Unknown,Unknown,3.1009278,101.7411111,0.0
AA Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.1001253,101.7411727,0.0
Health Lane Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.1000012,101.7411537,0.0
Pusat Rawatan Orthopedik Yi Xin,other,doctor,orthopaedics,Unknown,Unknown,3.1009371,101.7412474,0.0
Klinik Yap & Looi (Klinik Too),clinic,clinic,general,Unknown,Unknown,3.1007974,101.7416241,0.0
Klinik Medilove,clinic,clinic,general,Unknown,Unknown,3.1004262,101.741245,0.0
Klinik Metro,clinic,clinic,general,Unknown,Unknown,3.0039503,101.5374615,0.0
Dental Image,other,dentist,general,Unknown,Unknown,3.1418063,101.628676,0.0
Drs. Wong & Partners,other,dentist,general,Unknown,Unknown,3.0653824,101.4518654,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Unknown,3.005002,101.5370072,0.0
Maha Klinik,clinic,clinic,general,Unknown,Unknown,6.1183708,100.3674599,0.0
Premier Clinic,clinic,clinic,plastic_surgery,Unknown,Unknown,3.1329675,101.6709122,0.0
Kedai Ubat Chee Min,other,alternative,general,Unknown,Unknown,2.4685637,102.2315838,0.0
Perubatan Homoeopati Klang,other,alternative,homeopathy,Unknown,Unknown,3.0504945,101.4504343,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,2.269948,102.5416495,0.0
Klinik Desa Rawang,clinic,clinic,general,Unknown,Unknown,2.1224527,102.5567225,0.0
Klinik Desa Bukit Kangkar,clinic,clinic,general,Unknown,Unknown,2.1796961,102.5496185,0.0
Vogue Clinic,clinic,clinic,dermatology,Unknown,Kuala Lumpur,3.0834577,101.6700101,0.0
Pusat Pergigian Sim & Hooi,other,dentist,general,Unknown,Kuala Lumpur,3.0828246,101.6718103,0.0
Klinik Pergigian Dr M Rama,other,dentist,general,Unknown,Petaling Jaya,3.0865018,101.64838,0.0
Klinik Pergigian Drs Wong & Partners,other,dentist,general,Unknown,Petaling Jaya,3.0865725,101.6481738,0.0
Klinik & Surgeri Overseas Union,other,doctor,general,Unknown,Kuala Lumpur,3.0822098,101.6700104,0.0
Klinik Pergigian Khoo,other,dentist,general,Unknown,Kuala Lumpur,3.0817437,101.6702922,0.0
Poliklinik Kumpulan City,other,doctor,general,Unknown,Kuala Lumpur,3.0816232,101.6703646,0.0
Klinik Pergigian OUG,other,dentist,general,Unknown,Kuala Lumpur,3.0829571,101.6713099,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Shah Alam,3.0258856,101.4806693,0.0
Klinik Wong,other,doctor,general,Unknown,Cameron Highlands,4.492018,101.3890925,0.0
Klinik Famili TTDI,clinic,clinic,general,Unknown,Petaling Jaya,3.0749079,101.6460139,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Kuala Lumpur,3.0821701,101.6720779,0.0
Klinik Nur Sejahtera,clinic,clinic,general,Unknown,Kuala Lumpur,3.0822864,101.672738,0.0
Klinik Putramedic,clinic,clinic,general,Unknown,Temerloh,3.4599709,102.400951,0.0
MB Star Dialysis Centre,clinic,clinic,general,Unknown,Petaling Jaya,3.1026825,101.5995926,0.0
Klinik Widuri,clinic,clinic,general,Unknown,Petaling Jaya,3.074243,101.6355601,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Kuala Lumpur,3.1301664,101.6836221,0.0
Klinik Pergigian Bala,other,dentist,general,Unknown,Kuala Lumpur,3.128397,101.6835396,0.0
J Low Dental Clinic,other,dentist,general,Unknown,Unknown,3.0870786,101.663636,0.0
Klinik KJ Lim,clinic,clinic,general,Unknown,Kuala Lumpur,3.1979661,101.7128088,0.0
Poliklinik Mallal,other,doctor,general,Unknown,Kuala Lumpur,3.1305164,101.6833087,0.0
Klinik Pertama Danau Kota,clinic,clinic,general,Unknown,Unknown,3.2065655,101.7178069,0.0
Poliklinik Cahaya Cheras,clinic,clinic,general,Unknown,Unknown,3.0574564,101.7467149,0.0
Klinik Selvamuthu dan Rakan - rakan,clinic,clinic,general,Unknown,Unknown,3.0617232,101.7440464,0.0
Klinik Ruqyah Syari'iyyah,clinic,clinic,general,Unknown,Unknown,3.0627965,101.7423134,0.0
Klinik Sharon,clinic,clinic,general,Unknown,Unknown,3.0734964,101.6579844,0.0
Klinik Dr. Wong Kai Siong,clinic,clinic,general,Unknown,Unknown,1.5173754,110.3663579,0.0
Kuala Lumpur Sports Medicine Centre,clinic,clinic,general,Unknown,Unknown,3.1523132,101.6654735,0.0
Pusat Perubatan Hijraa,clinic,,general,Unknown,Unknown,4.7412467,103.418511,0.0
Klinik Pakar Wanita & Ortopedik,other,doctor,gynaecology;orthopaedics,Unknown,Seremban,2.7263323,101.9396288,0.0
Poliklinik Rakyat,other,doctor,general,Unknown,Seremban,2.72629,101.9394694,0.0
Klinik Pakar Kanak-Kanak Sayangku,other,doctor,paediatrics,Unknown,Seremban,2.7261812,101.9391083,0.0
Klinik H & W,clinic,clinic,general,Unknown,Unknown,3.1347897,101.7127104,0.0
Klinik Ho,clinic,clinic,general,Unknown,Unknown,3.1349546,101.7130395,0.0
Pusat Perubatan N & L Medical Centre,clinic,clinic,general,Unknown,Unknown,3.1348423,101.7126578,0.0
Klinik Seri Bintang,clinic,clinic,general,Unknown,Unknown,3.134902,101.7126195,0.0
Poliklinik Tham & Ng,clinic,clinic,general,Unknown,Unknown,3.1354238,101.7123428,0.0
Pathlab,clinic,clinic,general,Unknown,Unknown,3.1359583,101.712322,0.0
Klinik Ng dan Lee,clinic,clinic,general,Unknown,Unknown,3.1347205,101.7132058,0.0
Klinik Tsu & Ng,clinic,clinic,general,Unknown,Unknown,3.1348614,101.7131029,0.0
Klinik Pakar Kulit Chow,clinic,clinic,general,Unknown,Unknown,3.1354509,101.7122176,0.0
Klinik Sri Intan,clinic,clinic,general,Unknown,Unknown,3.1359332,101.711921,0.0
Kinabatangan Hospital,hospital,,general,Unknown,Unknown,5.5633848,117.9785183,0.0
Klinik dan Segeri K.W. Chan,clinic,clinic,general,Unknown,Unknown,3.6805565,101.5214284,0.0
MJ Healthcare Centre,clinic,,general,Unknown,Unknown,1.3369397,103.5935158,0.0
UMH,pharmacy,pharmacy,general,Unknown,Kuching,1.5556768,110.3537644,0.0
Klinik Pergigian Warisan,clinic,clinic,dentist,Unknown,Unknown,2.8182599,101.6942121,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Unknown,3.205675,101.7334586,0.0
Gul Medical Centre sdn Bhd,clinic,clinic,general,Unknown,Unknown,4.6148412,101.1201165,0.0
The KL Clinic,clinic,clinic,general,Unknown,Unknown,3.1396551,101.6934114,0.0
Klinik Kesihatan Cahaya Baru,clinic,clinic,general,Unknown,Unknown,1.5239177,103.9350699,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Kuala Lumpur,3.1000465,101.6869059,0.0
BIG Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.0994408,101.6864899,0.0
Poliklinik Kumpulan City,clinic,clinic,general,Unknown,Unknown,3.0992632,101.6864879,0.0
First Aid Room,clinic,clinic,general,Unknown,Unknown,1.5386392,104.261911,0.0
Watsons,pharmacy,pharmacy,general,Unknown,Unknown,5.0132788,100.5350729,0.0
First Aid Room,clinic,clinic,general,Unknown,Unknown,1.5406716,104.2603641,0.0
The Pearl,clinic,clinic,general,Unknown,Unknown,5.4165985,100.3390594,0.0
Klinik Pancho,clinic,,general,Unknown,Unknown,6.0723652,102.3615503,0.0
i-Health Pharmacy Kampar Sdn Bhd,pharmacy,pharmacy,general,Unknown,Unknown,4.312669,101.1522705,0.0
Farmasi (Pharmacy) Alpro,pharmacy,pharmacy,general,Unknown,Balik Pulau,5.3507739,100.235151,0.0
BIG Pharmacy SS15,pharmacy,pharmacy,general,Unknown,Unknown,3.0737209,101.587524,0.0
Klinik Desa Pantai Baru,clinic,clinic,general,Unknown,Unknown,6.0270086,102.410913,0.0
Mobility Matters Physio & Rehab,other,physiotherapist,general,Unknown,Miri,4.3680564,114.0080749,0.0
Yong Fong Thai,other,alternative,traditional_chinese_medicine,Unknown,Unknown,3.1433319,101.6978411,0.0
Klinik Premier,other,doctor,general,Unknown,Kajang,2.9761408,101.7802611,0.0
Poliklinik Damai,other,doctor,general,Unknown,Kajang,2.9759657,101.7802215,0.0
Klinik Kanak-Kanak Ew,clinic,clinic,child_psychiatry,Unknown,Unknown,3.1125361,101.7296249,0.0
Klinik Pakar Perubatan Pertama,clinic,clinic,general,Unknown,Unknown,3.1126584,101.7295955,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,3.0203085,101.6239584,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,3.045518,101.6205293,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,3.0728186,101.6104067,0.0
Farmasi Sireh,pharmacy,pharmacy,general,Unknown,Unknown,6.1144356,102.2325859,0.0
Klinik Primer Lembah Sireh,clinic,clinic,general,Unknown,Unknown,6.1142849,102.230306,0.0
Klinik Wanita Nara,clinic,clinic,general,Unknown,Unknown,3.1769865,101.68715,0.0
Watsons,pharmacy,pharmacy,general,Unknown,Unknown,2.0362997,103.3199168,0.0
Klinik Primer Wakaf Che Yeh,clinic,,general,Unknown,Unknown,6.0910252,102.2385505,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Unknown,3.0822774,101.7356461,0.0
Farmasi Health Lane,pharmacy,pharmacy,general,Unknown,Unknown,3.0822725,101.7358271,0.0
Klinik Pergigian Koo,other,dentist,general,Unknown,Unknown,3.0822838,101.7354096,0.0
Klinik B. S. Tan,clinic,clinic,general,Unknown,Unknown,5.4177714,100.3414535,0.0
Klinik Kanak-kanak Ooi,clinic,clinic,paediatrics,Unknown,Kuala Lumpur,3.0810447,101.67072,0.0
Klinik Adam,clinic,clinic,general,Unknown,Melaka,2.3617122,102.037863,0.0
Nyin Oi Tang Medical Hall,other,alternative,traditional_chinese_medicine,Unknown,Unknown,5.3999751,100.2782651,0.0
Poh Cheong Tong,other,alternative,traditional_chinese_medicine,Unknown,Unknown,5.3999271,100.2782448,0.0
Sunway TCM Centre,other,alternative,traditional_chinese_medicine,Unknown,Unknown,3.0646695,101.6103405,0.0
Klinik Kesihatan Pensiangan,clinic,clinic,general,Unknown,Unknown,4.5380984,116.3120987,0.0
Klinik Kesihatan Sook,clinic,clinic,general,Unknown,Unknown,5.1479233,116.3086881,0.0
Kelinik Nasional,clinic,clinic,general,Unknown,Petaling Jaya,3.0885705,101.615454,0.0
Klinik 1 Malaysia UTC Labuan,clinic,clinic,general,Unknown,Unknown,5.2828335,115.2395524,0.0
Klinik Dr. Afifi,clinic,clinic,general,Unknown,Unknown,5.9517796,116.6628252,0.0
Klinik dan Surgeri Dr. Stanley Chong,clinic,clinic,general,Unknown,Unknown,5.9521667,116.6648034,0.0
Klinik Sakit Mata Socka,other,doctor,general,Unknown,Unknown,6.1234335,100.3711447,0.0
Pusat Dialisis NKF - Superkids Trinity,other,doctor,general,Unknown,Unknown,6.1308501,100.3676806,0.0
Klinik Dr. Gigi @ Pudu,other,dentist,general,Unknown,Unknown,3.144741,101.7056541,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Unknown,3.054642,101.7438513,0.0
Klinik Johari dan Anita,clinic,clinic,general,Unknown,Unknown,3.1014406,101.6060311,0.0
Klinik Dr. Ko,clinic,clinic,dermatology,Unknown,Unknown,3.2147798,101.6399061,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Unknown,3.2133476,101.6429453,0.0
D' Light Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,5.4234403,100.3218293,0.0
Lyvin Clinic,clinic,clinic,general,Unknown,Skudai,1.5170786,103.6670643,0.0
Poliklinik Sejahtera,clinic,clinic,general,Unknown,Unknown,1.7895718,103.3144031,0.0
Klinik Kurnia,clinic,clinic,general,Unknown,Unknown,1.8352182,102.9492079,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Cheras,3.038936,101.7691959,0.0
Klinik Medic 360,clinic,clinic,general,Unknown,Unknown,3.0822816,101.7352913,0.0
Dr. Alvin Baby & Child Specialist Clinic,clinic,clinic,paediatrics,Unknown,Unknown,3.0822889,101.7350506,0.0
BIG Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.0814153,101.7372927,0.0
Pusat Dialisis DaVita,clinic,clinic,general,Unknown,Unknown,2.3619055,102.0394192,0.0
Klinik Pakar Perubatan Pertama,clinic,clinic,general,Unknown,Unknown,3.0224495,101.7062992,0.0
BP,clinic,clinic,general,Unknown,Unknown,3.0212039,101.7049309,0.0
Klinik Lee & Low,clinic,clinic,general,Unknown,Unknown,3.0213905,101.7051791,0.0
Pusat Pergigian Wong & Kuay,other,dentist,general,Unknown,Unknown,3.0206606,101.7046415,0.0
Klinik Wai,clinic,clinic,general,Unknown,Unknown,3.022308,101.70619,0.0
Klinik Pakar Mata Serdang,other,doctor,ophthalmology,Unknown,Unknown,3.0212859,101.7050295,0.0
Klinik Pergigian Grace,other,dentist,general,Unknown,Unknown,3.0214555,101.7052773,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Unknown,3.0220872,101.7060264,0.0
Farmasi Lovy,pharmacy,pharmacy,general,Unknown,Unknown,3.0211629,101.7048753,0.0
Klinik SK Perdana,clinic,clinic,general,Unknown,Unknown,3.0215605,101.7054239,0.0
Marissa Mediclinic,clinic,clinic,general,Unknown,Unknown,3.2118257,101.4543469,0.0
Pantai Integrated Rehab (Satellite),hospital,hospital,general,Unknown,Unknown,5.3229807,100.2831363,0.0
Klinik Chin,clinic,clinic,general,Unknown,Unknown,3.4855725,102.3484465,0.0
Premier Polyclinic Kingfisher,clinic,clinic,general,Unknown,Unknown,6.0178065,116.1207199,0.0
Klinik Sihat,clinic,clinic,general,Unknown,Unknown,6.0177909,116.1207713,0.0
Poliklinik UMS,clinic,clinic,general,Unknown,Unknown,6.0174317,116.1207515,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,6.0165638,116.1227395,0.0
Medisinar Klinik & Surgeri,clinic,clinic,general,Unknown,Unknown,5.9310716,116.0703928,0.0
Sabah Care Specialist Clinic,clinic,clinic,general,Unknown,Unknown,5.9322163,116.0700426,0.0
Klinik & Surgeri Dr Khong,clinic,clinic,general,Unknown,Unknown,5.9324306,116.0703303,0.0
Jabatan Kecemasan dan Ambulan,hospital,hospital,emergency;intensive,Unknown,Unknown,4.7645827,115.0187948,0.0
Teh & Chan Dental Surgery,other,dentist,general,Unknown,Unknown,6.0159874,116.1219962,0.0
Onespine,other,physiotherapist,general,Unknown,Unknown,3.1322613,101.6705835,0.0
Lee Optometrist,other,optometrist,general,Unknown,Unknown,5.4236688,100.3209884,0.0
Enso,other,alternative,reflexology,Unknown,Unknown,5.4237254,100.3208919,0.0
R&R Occupational Therapy and Paediatric Rehabilitation,other,rehabilitation,general,Unknown,Miri,4.3347776,113.9850185,0.0
Yunohana Wellness,other,alternative,general,Unknown,Unknown,5.9324176,116.0710023,0.0
Klinik Desa Indah,clinic,clinic,general,Unknown,Miri,4.4762213,114.0427298,0.0
Vision Pharmacy,pharmacy,pharmacy,general,Unknown,Miri,4.4751529,114.0427317,0.0
Klinik Chen,clinic,clinic,general,Unknown,Unknown,5.1294766,100.4917603,0.0
Klinik Maranatha,clinic,clinic,general,Unknown,Unknown,5.1287942,100.4895197,0.0
Kelinik Lim Bersaudara,clinic,clinic,general,Unknown,Unknown,5.1289216,100.4897341,0.0
Klinik Dr. Halimah,clinic,clinic,general,Unknown,Unknown,5.1284179,100.4898507,0.0
Kedai Ubat Ai Sheng,other,alternative,traditional_chinese_medicine,Unknown,Unknown,5.126984,100.4890893,0.0
AVERY TAN PHYSIO & REHAB CENTRE,hospital,hospital,physiotherapy,Unknown,BUTTERWORTH,5.4414608,100.3866961,0.0
Georgetown Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,5.1283686,100.4898243,0.0
George Medical Clinic,clinic,clinic,general,Unknown,Miri,4.3545951,113.9882455,0.0
Klinik Asiah,clinic,clinic,general,Unknown,Miri,4.4009169,113.9891401,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,6.0356628,116.1291585,0.0
Yong Accupuncturist,other,alternative,traditional_chinese_medicine,Unknown,Unknown,4.4016978,113.9898555,0.0
Joo Fah Drug Co.,other,alternative,general,Unknown,Miri,4.3929971,113.9874841,0.0
Joo Fah Drug Co.,other,alternative,general,Unknown,Miri,4.3908102,113.9854134,0.0
Klinik Prasarana,clinic,clinic,general,Unknown,Unknown,3.1137481,101.5853174,0.0
KT Wong Chinese Physician & Acupuncture,other,alternative,traditional_chinese_medicine;acupuncture,Unknown,Miri,4.3983725,113.9879921,0.0
Poliklinik Dr Azhar dan Rakan-Rakan,clinic,clinic,general,Unknown,Unknown,5.3890278,100.5644043,0.0
Nefrocare,clinic,dialysis,nephrology,Unknown,Unknown,3.2461749,101.4747762,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,5.9616417,116.0963577,0.0
Watsons,pharmacy,pharmacy,general,Unknown,Unknown,5.93158,116.0700502,0.0
Klinik Pakar Kanak-Kanak Junina,clinic,clinic,general,Unknown,Unknown,3.1580957,101.6045656,0.0
Herbs Instead Chinese Medicine Center,other,alternative,traditional_chinese_medicine;herbalism;acupuncture,Unknown,Miri,4.4266947,114.0007452,0.0
Klinik Medione,clinic,clinic,general,Unknown,Unknown,4.5720658,101.1141144,0.0
Farmasi Alpro,pharmacy,pharmacy,general,Unknown,Unknown,4.5721161,101.1144032,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Unknown,3.2560767,101.3077743,0.0
FARMASI LAUTAN,pharmacy,pharmacy,general,Unknown,Unknown,5.206954,103.2054961,0.0
Tabib yong kwek sing,other,alternative,acupuncture,Unknown,Unknown,3.1437042,101.7154434,0.0
Permulab Sdn Bhd,other,laboratory,general,Unknown,Unknown,3.1334057,101.5995146,0.0
Oil City Medical Imaging,other,laboratory,diagnostic_radiology,Unknown,Miri,4.4108945,114.0014903,0.0
Dr. Ray Lu Clinic,clinic,clinic,occupational;general,Unknown,Miri,4.4501766,114.0252818,0.0
Clover Pharmacy,pharmacy,pharmacy,general,Unknown,Miri,4.3539618,113.9881476,0.0
Mega Kulim Pharmacy,pharmacy,pharmacy,general,Unknown,Kulim,5.3714719,100.5553236,0.0
Mega Kulim Pharmacy,pharmacy,pharmacy,general,Unknown,Seberang Jaya,5.3991435,100.3991271,0.0
Mega Kulim Pharmacy,pharmacy,pharmacy,general,Unknown,Butterworth,5.4339726,100.3856103,0.0
Mega Kulim Pharmacy,pharmacy,pharmacy,general,Unknown,Perai,5.3854699,100.3925021,0.0
Mega Kulim Pharmacy,pharmacy,pharmacy,general,Unknown,Bukit Mertajam,5.3339001,100.4814428,0.0
Mega Kulim Pharmacy,pharmacy,pharmacy,general,Unknown,Bukit Mertajam,5.3647954,100.444595,0.0
Mega Kulim Pharmacy,pharmacy,pharmacy,general,Unknown,Simpang Ampat,5.2795733,100.4771608,0.0
Mega Kulim Pharmacy,pharmacy,pharmacy,general,Unknown,Nibong Tebal,5.1684549,100.4777475,0.0
Mega Kulim Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,5.6519681,100.5168287,0.0
Mega Kulim Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,5.6131046,100.4826379,0.0
Mega Kulim Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,5.6590553,100.5006735,0.0
Mega Kulim Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,5.5166739,100.5466694,0.0
Mega Kulim Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,5.3685275,100.5544578,0.0
Mega Kulim Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,6.0983183,100.3647828,0.0
Alpro Clinic,clinic,clinic,general,Unknown,Miri,4.4159168,114.0123457,0.0
Yo Ming Tang Traditional Chinese Physician Sdn Bhd,other,alternative,traditional_chinese_medicine,Unknown,Miri,4.3732995,113.9822026,0.0
Naturopathic Traditional Medical Centre Sdn Bhd (NTMC),other,alternative,traditional_chinese_medicine,Unknown,Miri,4.3733316,113.982769,0.0
PMG Medical Clinic,clinic,clinic,general,Unknown,Miri,4.3538706,113.9874925,0.0
Lau Clinic,clinic,clinic,general,Unknown,Miri,4.3537562,113.9878321,0.0
Mega Kulim Pharmacy,pharmacy,pharmacy,general,Unknown,Gelugor,5.3822178,100.3041163,0.0
Mega Kulim Pharmacy,pharmacy,pharmacy,general,Unknown,Bukit Mertajam,5.3294682,100.4471243,0.0
